"","StationID","DistanceFromCoastLine","Depth","Temperature","Turbidity","NitrateConcentration","PhosphateConcentration","pH","DissolvedOxygen","ChlorophylConcentration","Area"
"14",3,438.835961680795,21.0868783501125,14.2912244074337,18.6977208907395,29.9900194179668,2.94624227117064,7.6389660186188,2.63644364912253,320.353667858615,"e"
"15",3,586.100000496328,37.0141837710972,17.0696294717058,17.9719876449528,28.3826638632541,2.35044229122272,8.51646303338483,4.55167521285199,584.619009558616,"b"
"16",4,348.089020918321,18.4526555818013,19.3098983532912,21.4374757740254,22.9143845191195,2.36428058985125,7.97968064312261,3.27424327992335,292.08670919517,"c"
"17",4,352.90019067624,23.8241360900345,18.7395650304205,27.0496760830699,35.9658365268894,4.99377491535873,8.08517393050351,1.8153809174689,658.398514105626,"d"
"18",4,386.083220169149,19.9291720481064,20.2015522784855,28.7058542256547,36.0166592479636,5.21514160411075,8.46555723003971,3.36775573308658,441.783243164494,"b"
"19",4,410.400448710052,24.9392951556823,17.5447430534495,18.4232409303672,27.4049617312906,1.69129826165943,8.01871283225402,3.38767615859059,334.84155204048,"a"
"20",4,514.072853998793,24.8986313182555,19.049755819343,16.6914129752078,30.6389995819315,3.07325182878129,7.71462813975592,2.30028093814732,458.955825582739,"e"
"21",5,324.612997720385,15.3538321184895,20.6313393720074,19.815093918436,23.2714065574691,0.596997291787499,8.18968574200837,2.53823802924682,213.871336306258,"c"
"22",5,346.749002129298,39.3067219737612,18.1327286579228,17.9135578081988,31.7218616786287,3.89284217135388,7.89974714263254,2.64303282674074,579.739717318667,"d"
"23",5,394.356709355136,31.401106721003,13.5308686239365,19.4961826443961,26.2316391018657,2.00922058288888,8.35940396000897,3.96493831082012,347.26206173415,"a"
"24",5,507.899648148882,34.9532900708128,14.036117849695,19.9760205377956,30.5902079616759,3.03303974206477,8.71577357442462,5.98854157894601,505.341713932367,"b"
"25",5,511.516479978416,32.2558694990014,16.8591619772235,9.51356290938839,26.5212196914228,1.25973225060272,8.04868485569117,2.74940624701333,340.641900999807,"e"
"26",6,371.89771519381,39.6245475709819,11.7229628181031,14.538874882279,24.5790475015594,1.45454876356368,8.20741030797317,1.73489812025208,437.013482914245,"d"
"27",6,396.274328758236,28.3621088173193,16.4002470084982,23.6032694587223,25.0918675778393,1.37327139132495,8.62259622918155,4.54510567802365,483.854128750801,"c"
"28",6,400.545686680292,27.6428581044744,18.7668029739512,18.4018525416665,26.9369320904676,2.30091349145394,8.18937028270453,2.80948897217411,342.987135432598,"a"
"29",6,499.014181693382,39.5873736478892,13.1636737212163,10.8211640587951,23.9215120039203,1.1176019094034,7.04221797110808,2.42035497160793,347.751636233921,"e"
"30",6,556.911753964928,20.1757892953435,16.9908622698278,13.179576528123,25.1900435941238,1.99380179781263,8.45574559206364,4.37740967474058,296.956303511231,"b"
"31",7,307.005911300824,23.8419506804093,14.8821903721345,19.4584732260625,20.7697832843864,0.0714183171690335,8.66124773047011,3.22979729911481,191.399423597018,"c"
"32",7,320.261072525036,23.35089503167,22.2927706553225,12.8062184858592,29.914021518275,2.91836509546713,8.02881998932804,1.27687688993556,331.876916757734,"d"
"33",7,376.070824462172,20.8426041619529,20.7152705156258,21.9043575689663,30.9803437450126,3.2227030814322,7.99221106191021,3.17553844362397,370.05630926318,"a"
"34",7,546.237212646763,39.3674933288432,18.0204124465696,12.1613632361183,26.17394143125,1.57801546609752,7.5209474172398,1.55387607830052,484.728739252641,"e"
"35",7,582.185216064404,37.0973416071237,19.2923296904553,14.6578928099139,26.647869665834,2.27638073277039,8.34610045412723,3.91583007537061,518.291865023917,"b"
"36",8,329.909602149245,13.0048961132372,17.1753462328087,16.9357906431321,32.0161324789772,3.93911981306432,7.9729973869274,3.54386366051412,333.96821834248,"d"
"37",8,395.964612245867,32.4038022908803,16.5471569831229,18.7755718117753,29.4901269373245,2.96570754798244,8.07092987955838,5.22357008648047,408.459138849115,"a"
"38",8,405.146492540113,25.5095939543694,17.8339938132049,11.6012882596108,24.423137613539,2.37624740130752,8.08665203777748,3.41897135308471,94.3343763701685,"b"
"39",8,411.815659848245,24.5146263006394,14.5961593222259,18.3590509759859,21.5622681192922,0.540358435241467,8.97012559517531,5.02990837308268,343.423954507881,"c"
"40",8,434.156239217585,26.7803298447102,13.6661122100778,14.8264581198219,30.6532173306867,2.84706914395001,7.49016237643128,4.62076902331484,311.133181494362,"e"
"41",9,297.95063373828,18.1322413945144,18.6565042474099,18.0734892697458,23.3582312701275,1.6927934863151,8.16509417393955,4.35830272244537,171.56005503371,"c"
"42",9,346.846990711697,30.7617126783822,17.2733104198343,15.0226467671147,24.6121040171843,1.83693312579593,7.79471688355299,2.93845878978621,203.812655387655,"a"
"43",9,385.732581275224,12.819808062627,18.0360863837356,11.5054498916264,26.7692354869136,2.43913191250476,7.80462460700019,2.13827428894856,261.747343871486,"d"
"44",9,476.61169701906,17.2178689090263,16.7362648526329,18.4243472700357,25.8641029726664,1.88667140908948,8.16446787170696,2.37247163390979,239.123490466123,"b"
"45",9,484.130574347913,24.7357794250532,15.5899908305139,11.5379035903247,26.3894077108462,1.60943517552306,7.23189473443262,2.60813851647633,264.455922884027,"e"
"46",10,379.918485836631,28.759257718341,16.3514356248005,15.262742189,31.6211569698416,3.58072574629663,8.09170637755274,4.38967780283336,496.967212113735,"d"
"47",10,387.392751038532,31.9350216563246,17.9034434083932,25.6648854575736,30.0347722096358,3.09073056518011,8.29617323591503,6.56324835091499,609.485463721914,"c"
"48",10,393.319287670063,33.2933187263015,16.6564415326173,8.94373514754597,17.8563315574404,0.0915018682553179,7.86132818797792,1.34979638855647,103.038767301014,"a"
"49",10,428.830994529321,25.6859447384597,15.7573323428282,15.956266932399,29.7460868682865,1.31455997023756,7.57063112552378,2.11484053768123,299.765283864582,"e"
"50",10,472.234340161081,31.8816830323955,13.5945145525943,19.7560427394822,31.0588406281835,3.62360110948632,8.72827377511489,6.53908986190888,434.095133547083,"b"
